galaxies.lens.mass.centre.centre_0,galaxies.lens.mass.centre.centre_1,galaxies.lens.mass.einstein_radius,galaxies.lens.mass.slope,galaxies.lens.mass.ell_comps.ell_comps_0,galaxies.lens.mass.ell_comps.ell_comps_1,galaxies.lens.shear.gamma_1,galaxies.lens.shear.gamma_2,galaxies.source.point_0.centre.centre_0,galaxies.source.point_0.centre.centre_1,      cosmology.H0,       log_likelihood,            log_prior,         log_posterior,                weight
             -0.011789027050556915,             -0.025375352829134404,                1.2772071844863642,      2.0594109143203356,                      0.1758248593915059,                     0.22113295085584936,        0.05134843583616703,        0.04866221683262372,                    0.06555923539154403,                    0.07257185323186348, 93.02096328921031,  -12.814058623894041,   1.1297645642474492,   -11.684294059646593,1.2604582844365107e-10
             -0.020997549812860474,               -0.0303276237690306,                1.2426765049205621,       2.001367521114632,                     0.16394049248821863,                     0.19977278849765148,        0.05149364526450308,        0.04566553725309728,                   0.051467121226950616,                    0.06281429507284589, 99.23287584682188,   -11.73686858507005,   1.2452432629208299,    -10.49162532214922,3.7012307943789953e-10
             -0.021596023091127528,             -0.021009818547883374,                1.2256708885678709,      2.0203076167987244,                     0.12089353064445112,                     0.15946255615878085,       0.035299970442046295,       0.024679427241296868,                    0.03623690348503145,                    0.06753764997025677,  97.6113268540189,  -11.938647065659472,   1.2179467775647834,   -10.720700288094688,3.0249269150455587e-10
              -0.02586286541834465,              -0.04975603131824789,                1.2061704588590243,       1.929162975095525,                     0.12348023281976042,                     0.18682892774833484,         0.0533744538249519,       0.026113506139581397,                   0.039353612954768295,                    0.05049840388681604, 83.26748239023846,  -11.056263529114764,   1.2899698954710643,      -9.7662936336437, 7.310198788346096e-10
            -0.0023899103440776347,              -0.01319180315893958,                 1.208210434657631,      1.9166815123051533,                      0.1399449226014438,                      0.1568793010849708,        0.04459241918098871,        0.04909895999656927,                   0.053025953251512256,                      0.060704456516703, 67.05597826638703,  -12.023346307552252,    1.207515308415076,   -10.815830999137177, 2.779268292669748e-10
             -0.010622306319085053,             -0.005882986789083588,                 1.283847218518593,      2.1636298829800875,                     0.17982630211448591,                      0.2079213863019663,       0.029930028666992726,         0.0392243910219744,                    0.06701009526413683,                    0.09267836626653193,  91.7815386691653,  -10.781799593774121,   0.7220258296468454,   -10.059773764127275, 9.618943186412809e-10
             -0.012471099152404894,             -0.004614030498546991,                 1.255373818219431,       2.188275581900919,                     0.12630804460314946,                     0.15256216036772996,        0.01790209044050293,       0.017392807226080182,                    0.04774595163750032,                    0.08030075653338829, 86.84143856033468,  -13.019030123100084,   0.7022261553082629,    -12.31680396779182,1.0268582247223772e-10
              0.006422170732280983,              0.003053028385537339,                1.1981270608088823,      1.9721934375611336,                      0.1260784981533629,                      0.1610032277329827,       0.050321020945035225,        0.04014752620753062,                    0.05689839718302126,                    0.06787175214707294, 71.02568036068466,  -11.701811209527293,   1.2861031761357975,   -10.415708033391494, 3.833287488115764e-10
             0.0068040051003311845,            -0.0028080003521331466,                1.2247672684412299,      2.0898776422494274,                     0.08717209231703683,                     0.14097306466797863,       0.029190362595532916,       0.008674733450601746,                     0.0574801077776085,                    0.06966466100325949, 73.80181659224608,  -11.284236366537518,   1.1155755442602961,   -10.168660822277221, 5.819984683258604e-10
              -0.03584348988502271,             -0.056943898063715304,                1.2226287990410223,      1.8493019612818111,                     0.20106658260025495,                     0.23199162435111054,        0.08434752622317754,         0.0816043273847549,                    0.03970391992565656,                    0.04552847364933999, 96.86765561831795,  -10.864924817266935,   1.4026392101764953,     -9.46228560709044, 8.851696886854439e-10
            -5.197111519939081e-05,            -0.0015891073300360711,                 1.180081764996824,      1.9670064616172747,                     0.08245441108947545,                     0.10518670997844443,       0.017949755651479514,        0.01294188541703857,                   0.044000095102320974,                    0.06484550758246595, 65.52023930225236,  -12.463074502239296,   1.2206631647582058,    -11.24241133748109, 1.790436588487082e-10
             -0.014348568908340895,              -0.03357927288487695,                 1.212334681084008,       2.047630260423129,                      0.0904140208324853,                     0.15005624815832594,        0.03023411068462464,       0.004754172062134379,                    0.04206472585789065,                     0.0535614078014414, 85.93560903978945,  -10.551572747972747,   1.2151910076196268,     -9.33638174035312,1.2109148587906758e-09
