galaxies.lens.mass.centre.centre_0,galaxies.lens.mass.centre.centre_1,galaxies.lens.mass.ell_comps.ell_comps_0,galaxies.lens.mass.ell_comps.ell_comps_1,galaxies.lens.mass.einstein_radius,galaxies.lens.shear.gamma_1,galaxies.lens.shear.gamma_2,galaxies.lens.mass.slope,    log_likelihood,          log_prior,     log_posterior,                weight
             -0.011044638028212199,             0.0022118924560508265,                     0.05094516968325919,                     0.04848830980384956,                1.6413675026954775,        0.08834607897009344,        0.04629947694906361,      2.6143374152320433,5645.4799679260595, 0.5506486424513273, 5646.030616568511, 8.774901685624574e-10
             0.0027414935999224947,               0.00741320729587405,                     0.11432342897659142,                    -0.07105787096317816,                1.6754605087955123,        0.06952819327232929,        0.06502978398709974,       2.528188188751667, 5647.116658618959, 0.4742476060753971, 5647.590906225035, 4.508665290589226e-09
              0.012455982765052059,              0.023316993879921925,                      0.1513155255708055,                     0.10336710567148799,                 1.738757520380979,        0.09646630349743168,        0.05910657598460367,      2.7311408423605426, 5643.646546136893, 0.4201652791372967, 5644.066711416031,1.4028049616026137e-10
             -0.006565831636835145,              0.010983893537989942,                     0.17731644595250254,                    0.008620114672497816,                1.7461002974710471,        0.07947647705162714,       0.057762971081805836,      2.7906440391108447,  5649.68322119452,0.40488761025037495, 5650.088108804771,5.8707280073460144e-08
              0.002546981360518487,              0.008222222166493825,                     0.12107031852454422,                    -0.04148603742459727,                1.6754732834964188,          0.084946816449606,       0.057588559682840434,       2.645690452787602, 5646.439957337838,0.48449504888917333, 5646.924452386727,2.2917137133965197e-09
             -0.004544265951041455,              0.016987887511767927,                     0.21332855605140358,                   -0.014352346564624896,                 1.781176402797131,         0.0880453276781471,        0.06241421720445395,      2.7982807875812785, 5644.198289214837, 0.3332748836869739,5644.5315640985245,2.4356577765199064e-10
               0.00687841685250193,            0.00027999063197556393,                     0.14771252141596725,                     0.12596214248253204,                 1.736977501707493,        0.09249906856421364,         0.0667663179655602,      2.5748343261330415, 5646.881075932682, 0.3647914581262859, 5647.245867390808,3.5623430162141227e-09
             -0.007918244815395685,              0.013480040645793426,                     0.12009509866953785,                    0.007126074950034088,                 1.685014894114604,        0.08527591020496061,        0.06004288789931195,      2.6776671394724563, 5645.070804742858, 0.5035970603805904, 5645.574401803238, 5.828340912053615e-10
             -0.012601339196241118,             -0.005414820867060938,                     0.17455213941333778,                    0.021172138297289412,                1.7397738877960165,        0.09732935900546758,        0.05718189700239962,        2.83997419509267, 5643.617848623697,0.40943172868568684, 5644.027280352382, 1.363120099622429e-10
             -0.011446117595052168,            -0.0009224004878246924,                      0.2174068446104155,                   -0.018632757468468673,                 1.775388654019195,         0.0894042106203976,        0.05968062210992531,      2.7771794923347017, 5644.167942117493,  0.313862543376822,  5644.48180466087, 2.362852928150091e-10
              0.008838612804146911,              0.018240761330145527,                     0.12855113074776664,                      0.0797933277543359,                 1.714705973907672,         0.0863990543514398,       0.052403204703827144,      2.7393540987394003, 5647.631626184997, 0.4651480185968397, 5648.096774203594, 7.545631083365587e-09
              0.003714969373473695,              0.011102528111712594,                     0.08570761987362416,                    0.018615839328600232,                 1.642693815714423,        0.07771369278756157,        0.05218512486696403,      2.4623485396970124, 5644.617127354699, 0.5359036235509547,  5645.15303097825,3.7026730102086477e-10
              0.007704242596227884,            -0.0015721159969308855,                     0.12828762293494358,                   -0.013163156387281556,                1.6902065171983962,        0.07220227244780864,        0.06131465641010636,      2.6461189440426924, 5648.881810636527,0.48248251614475823, 5649.364293152672, 2.634169862996951e-08
              0.003789181400762894,               0.01480181493727503,                       0.132181467433631,                    -0.04732807768756008,                1.7028493895831889,        0.09346406294522791,        0.05383434614585625,      2.8414040944946315,  5645.48906584699, 0.4739476165880334, 5645.963013463578, 8.855099309981717e-10
            -0.0008203352439774794,              0.010479184800509085,                     0.09526613787442038,                    -0.03410020106376095,                1.6605638692362386,        0.08745144214385936,        0.05616530424665822,       2.669810398962484, 5646.796752384419, 0.5204294961338409, 5647.317181880553,3.2742699582838678e-09
             -0.003023164710353305,              0.004188842874376343,                     0.14089790930452745,                    -0.04583091329965871,                1.7038553802929421,        0.09131159891352358,        0.05616537578449071,      2.8078124594337655, 5645.955523809047, 0.4511604087299351, 5646.406684217777,1.4118012273995778e-09
             0.0006673378634585275,             -0.006960633389580383,                     0.12679622149333733,                    0.018965754281856827,                1.6979622550781364,        0.09757211330481697,        0.05385889089291385,      2.8463327417510356, 5645.203418119588, 0.4829137436601825, 5645.686331863248, 6.654848980150028e-10
             -0.017144637999995927,            -0.0029051425532923315,                     0.14746665757004906,                    0.014884646010271313,                1.7017219608706347,        0.07754796038570905,       0.057774743556626706,      2.6878829445319807,5643.5764435319325,0.46486017818414577, 5644.041303710116, 1.307832479746587e-10
             -0.007790577193684045,              0.007898023086238208,                     0.12488727827191039,                     0.02156720085915184,                1.6872178992228002,        0.09905723867252458,        0.04786107836512954,      2.8319656729509326, 5644.344227644741, 0.4887059110794205, 5644.832933555821, 2.818360362325365e-10
             -0.008713061638869249,              0.006832903135577598,                     0.08949578197192531,                     -0.0068987887402506,                 1.637766035110631,        0.07261739067757045,        0.06108134598485809,       2.431363909466105, 5646.098960652464, 0.5331542192490224,5646.6321148717125,1.6295488523051136e-09
             0.0007245507098586543,             -0.014107132523377136,                      0.1462390469423137,                    -0.05396880592243488,                 1.717270847754274,        0.09611633221743343,       0.051659480795843926,      2.8663129964222067, 5643.949652441998,0.44677071254892564, 5644.396423154547, 1.899479841976528e-10
              -0.01196030058708571,            -0.0016349685351102921,                     0.25070662281746847,                    -0.07816495109826144,                 1.836582524007199,        0.09421184537279365,        0.06351505171443117,       2.854418315621159, 5647.391430394517,0.19594066984272762, 5647.587371064359, 5.934441618577415e-09
              0.007947033345585271,             -0.007826607622506079,                     0.25707136973842876,                    -0.14064234579047977,                 1.871103447035831,        0.08784061467804793,        0.06566320834795819,      2.8267439424969285,5646.4334839938065,0.10097297350243646, 5646.534456967309, 2.276926574862835e-09
              0.006534854023445231,             0.0005923646073777772,                     0.14471643155664043,                    -0.09067535053496163,                1.7191718782730188,        0.08648535571870414,        0.06023795698222706,       2.749297752706212, 5647.617440813672, 0.4119112545862393, 5648.029352068258, 7.439349111394154e-09
              -0.01333383594601122,              -0.01037132870294686,                     0.18672451865137477,                      0.1489053920594134,                1.7998510554672638,        0.09263218018034725,       0.059462355937144995,      2.7426627274504627,5649.3143866937935,0.26917073765093846, 5649.583557431444, 4.059842367486238e-08
              0.001574290927851008,              0.014977912796645601,                      0.2827333272043067,                   -0.017769272742220395,                 1.868802916821806,        0.09953519940198557,        0.05470839752885964,        2.93236662689331,5648.6939640969495,0.13727143707470377, 5648.831235534024,2.1830468754199282e-08
            -0.0036021164033414425,             0.0020673452369949948,                      0.1919480467614045,                       0.082752582308446,                 1.773829144673814,        0.10853736684316978,       0.047729629157471254,       2.910363711808012, 5645.870403446019,  0.329914408678898,5646.2003178546975,1.2966006983207035e-09
            -0.0041740013300381835,              0.008429037878954366,                      0.2111209032731123,                     0.05580187503163025,                1.7767801575211002,        0.08609527721848104,        0.06807580487617904,      2.6936146834232555, 5644.264474093526, 0.3112874850574351, 5644.575761578583, 2.602315779009083e-10
              -0.00223062989093943,             0.0008107493406600499,                      0.1877459183307484,                    0.058697801652748044,                1.7485760624273214,         0.0938658206356292,        0.05806139150243206,      2.7196502105644456, 5643.441130232608,0.35710071730743875, 5643.798230949916,1.1423161044444356e-10
              0.009057384695571878,              0.003330940413521965,                     0.24700518576691177,                     0.07499103551488753,                1.8424848703595997,        0.10175616642588198,        0.04815963853101202,      2.9514422158221785, 5643.494655103877,0.20624643831635073, 5643.700901542194,1.2051243337917006e-10
             -0.004203267824601347,             0.0037880272074168556,                     0.13946019180538144,                    -0.05607916922038593,                1.7189177740255812,        0.09164278569028261,        0.04711383818635956,      2.8629199769673175, 5647.283747369918,0.44786402690083027, 5647.731611396819, 5.328607336027455e-09
             -0.004137661142407677,               0.00743679038482326,                     0.18172420180167345,                   -0.030579147155530024,                1.7575703293714053,        0.08513445568191513,        0.04936083098277194,      2.8676403562172563, 5644.846178562614,0.38674699290903636, 5645.232925555523,4.6557648383497077e-10
            -0.0070764915322808035,            -0.0007028745008059029,                     0.15259874802777265,                    -0.08054762540729776,                1.7429291213248483,         0.0987754433809565,        0.04733977256235705,       2.928098210050342, 5647.315410791729, 0.4089012927364538, 5647.724312084465,5.5000288520233025e-09
             0.0055048059453889145,            -0.0008709792599532591,                      0.2387093291144876,                    0.049093073176251896,                 1.822505196036201,        0.09596446461217856,       0.049446829898143974,      2.9004943274419643,5645.0883929305655,0.24338151925754498, 5645.331774449823, 5.931757656661736e-10
              0.008483351313475489,             -0.008365023124151924,                      0.1439278479624926,                    -0.05407367201563216,                1.7051007960315543,        0.08118603144754366,         0.0633326637517938,       2.689658944211925, 5643.779744820657,  0.447553744412429, 5644.227298565069,1.6026723583935156e-10
            -0.0023725143437472486,              0.004501775551942563,                      0.2760300458525591,                    -0.11212782682151126,                 1.878532002931434,        0.08500716914281037,        0.06293909543721493,       2.828316368773515, 5647.957695011947,0.07994006206682372, 5648.037635074014,1.0454552800961817e-08
              0.014397964570888634,              0.004212945270574306,                     0.23094655165026537,                    -0.08153841213688302,                1.8169753079234954,         0.0821447810123746,        0.06043841150336382,       2.832306597508728, 5647.017586098473,0.24978902176672577, 5647.267375120239,4.0833945693712615e-09
              0.013213015243924375,             0.0032449844116061166,                     0.21874231834870447,                   -0.023828397811821073,                 1.792294237099512,        0.08751536918403735,        0.05875259019172768,      2.8617952483144107, 5643.947285787403, 0.3120634586021783,5644.2593492460055,1.8949897446311623e-10
              0.005996007575778229,              0.011192268456086854,                     0.11406847624880215,                    -0.08414795962714115,                 1.690901206619543,         0.0751766464416222,        0.05803016816726736,      2.6486022147834896, 5645.985503586426, 0.4682214894637191, 5646.453725075889,1.4547675563041734e-09
            -0.0019723670886287125,             -0.008560255782799207,                     0.15661416532406566,                    -0.13655263797282885,                 1.769612586471715,        0.09924168496450086,        0.04940915069320151,       2.906018105166385,5648.2917722362845,0.33578493248737673, 5648.627557168772,  1.46013615702547e-08
             -0.007571340902813778,              0.006619834734075129,                      0.1679233804386431,                    0.056684224819092445,                1.7275914912226213,        0.08315745023259702,        0.06915625420861993,       2.639304820398791, 5646.857994637822, 0.4023353186650104, 5647.260329956487,3.4810611801954858e-09
              0.011642273395536973,             0.0028175436183384885,                     0.20486460555486682,                    -0.06192431714591949,                1.7847462173026467,        0.09786969996809614,        0.05257454715448717,      2.9069841683871696,  5646.82826545378,0.32449219855447886, 5647.152757652334, 3.379095263346695e-09
              0.010662109037415133,              0.009291559129412276,                     0.14783007763337985,                   0.0013313305379510753,                  1.70945870207253,        0.08956221645501211,        0.05678196297009619,      2.7621121391343646,5649.2697712645095, 0.4603667340764678, 5649.730137998586, 3.882691962506263e-08
             -0.001663440862470421,              0.006403495293595723,                     0.22631669453450787,                     -0.1365706843330069,                1.8502233412406541,        0.09174519496793365,        0.05735195079344246,      2.9011615361684795, 5645.590929373941,0.18580300949620857, 5645.776732383438, 9.804652454259813e-10
            -4.657289019615078e-05,              0.003938493829618088,                     0.12132245410379656,                     0.08806574106698249,                1.7180304086817986,        0.09196352699345378,       0.049130002877767864,       2.863579603865344, 5646.195430797025,0.44770170094945827, 5646.643132497975, 1.794584185088569e-09
            -0.0011310770468882468,               0.00631017120334304,                      0.2760740808814603,                    0.043984589487427124,                1.8562496529128174,        0.08797554193009371,        0.06277309578777596,      2.8416835646543075, 5648.371236607159,0.13966516545788712, 5648.510901772616,1.5808996132529473e-08
               0.00711574990270089,            -0.0008267068935369545,                       0.219427624077413,                     -0.0255322683241724,                  1.79133410548273,        0.08083181895636543,       0.058829544521343036,      2.8475070528861304,5650.0580469284905, 0.3032381711160068, 5650.361285099607, 8.540370422114009e-08
              0.002398625238445794,             -0.007792655100771435,                     0.14489294823475804,                    -0.05905925122989607,                  1.72462590414516,         0.0787080336339347,       0.054119378585205435,       2.821519210138823, 5645.684895069064, 0.4390985663956517,  5646.12399363546,1.0770627017577392e-09
               0.01704423468434124,              0.010327250975753773,                      0.1731649602175284,                     0.13967312621724595,                1.7823395153880908,        0.10142785811813393,        0.05383510203094988,        2.83545314617536, 5645.278878016795, 0.3166729470556102, 5645.595550963851, 7.176455915453532e-10
            -0.0003893154642740442,             0.0006091178203215934,                     0.26686635377602225,                     0.03030402796528939,                 1.846389606421361,         0.0863370269296947,       0.060273564724398376,      2.8709588623736786,5644.2389854284565,0.17105617831691375, 5644.410041606773,2.5368244130800975e-10
            -0.0024981166433473267,             0.0026915507962216906,                      0.2737840946273272,                    0.059801185301126686,                1.8716478431794772,        0.09497528507049197,        0.06043241436799496,      2.8687549650776507, 5649.682078355176, 0.1361602595776307, 5649.818238614754, 5.864022540763476e-08
              0.004141226266687301,             0.0022220792407536345,                     0.20788980513668123,                    -0.09012567597060107,                1.7935509208864966,        0.07285862807301136,        0.06439584765787765,      2.7395143054425457, 5647.547014093892, 0.2876631757644359, 5647.834677269657,  6.93344386660238e-09
               0.01204376317222522,              0.007099722590821963,                     0.08865053034584965,                     0.06852359238279129,                1.6520370285862993,        0.07905040190391799,       0.054414257495398854,      2.3785188789670806, 5644.321431300781, 0.5118117725140051, 5644.833243073295, 2.754838830295087e-10
