galaxies.source.pixelization.mesh.weight_power,galaxies.source.pixelization.mesh.weight_floor,galaxies.source.pixelization.regularization.inner_coefficient,galaxies.source.pixelization.regularization.outer_coefficient,galaxies.source.pixelization.regularization.signal_scale,    log_likelihood,         log_prior,     log_posterior,                weight
                            1.7642143476176093,                            0.3870206829965339,                                        0.0014051332955799145,                                       0.00015984315708751182,                                       0.872012183821016,29328.977029227866, 6970.392783064029,36299.369812291894,1.6799259623901333e-10
                             1.735632581862383,                           0.38727667503602803,                                         0.020514385344684114,                                         0.007871608637293248,                                      0.7020775405146371, 29329.72702274291,178.36725082716205,29508.094273570074, 3.556380227245608e-10
                             1.788167942698984,                           0.39690323226490387,                                         0.006439250439252004,                                        0.0005115274796066229,                                      0.8497856523258795,29328.764635378615,2112.7462715436177, 31441.51090692223,1.3584656620404687e-10
                            1.7851880326475067,                            0.4100075044542079,                                        6.023402114170884e-05,                                         0.010283409943338201,                                      0.1997875408566524,29329.213437525443,16701.596342568242, 46030.80978009368,2.1279477551242587e-10
                            1.7598041133069195,                            0.4102449010615819,                                         0.008790704104067588,                                           1.2285055079861416,                                      0.6340692007976139,29328.855169987604, 117.0080961005308,29445.863266088134,1.4871930469860934e-10
                            1.7684549406487218,                            0.4146400135880892,                                       0.00037737651408627676,                                            1.471311833887343,                                      0.8849242862322783, 29330.68835343854, 2652.964832025569, 31983.65318546411, 9.300553672954814e-10
                            1.7497199543950506,                            0.4018169715689774,                                        4.033678164031086e-05,                                        9.238727770090107e-05,                                       0.802327897996832, 29330.31477308195, 35617.75873931817, 64948.07351240012, 6.401251873827002e-10
                            1.6831222677747892,                           0.31761233695671043,                                       1.4148672269292003e-06,                                       0.00010769311774837267,                                      0.4923438152830224,29329.613221354397,  716068.892835937, 745398.5060572914,3.1738388501593954e-10
                            1.7942867801093216,                           0.41116277757328606,                                        3.359288385960227e-05,                                        0.0005006846504792237,                                      0.4194861065520133, 29330.94597596072,31767.906637475287, 61098.85261343601,1.2033524407589307e-09
                             1.706520049572289,                           0.34449410225360877,                                        0.0010412435750319026,                                           0.7006622336735776,                                      0.6668713683445073,29330.481307816844, 964.7201082121361, 30295.20141602898,  7.56118792978257e-10
                            1.7677454929756307,                            0.3910566903967743,                                          0.04421266353288371,                                        0.0063612477703187875,                                      0.8095197372930351, 29329.26140006939,182.37699114459474,29511.638391213986,2.2324967186596003e-10
                            1.8158679578692027,                           0.43680686782873424,                                        9.578590134727773e-05,                                           0.4769672722328532,                                     0.21037017628682608,29328.924210359222,10444.335704359395, 39773.25991471862, 1.593496811280578e-10
