galaxies.lens.dark_matter.centre.centre_0,galaxies.lens.dark_matter.centre.centre_1,galaxies.lens.stellar_mass.intensity,galaxies.lens.stellar_mass.effective_radius,galaxies.lens.stellar_mass.sersic_index,galaxies.lens.stellar_mass.ell_comps.ell_comps_0,galaxies.lens.stellar_mass.ell_comps.ell_comps_1,galaxies.lens.stellar_mass.mass_to_light_ratio,galaxies.lens.dark_matter.kappa_s,galaxies.lens.dark_matter.scale_radius,galaxies.lens.shear.gamma_1,galaxies.lens.shear.gamma_2,galaxies.source.bulge.centre.centre_0,galaxies.source.bulge.centre.centre_1,galaxies.source.bulge.ell_comps.ell_comps_0,galaxies.source.bulge.ell_comps.ell_comps_1,galaxies.source.bulge.effective_radius,galaxies.source.bulge.sersic_index,galaxies.source.bulge.intensity,    log_likelihood,         log_prior,     log_posterior,                weight
                  -0.00014439891666478773,                    0.0005832397699435647,                  1.0752862989354977,                         0.7656475844652586,                     4.0000432608786545,                           -0.058258244920401714,                            0.004085055014399314,                           0.34536530875778565,               0.0608752383746167,                    12.369120091715594,       -0.03130263728172453,      -0.010072625715534175,                7.713535104825625e-05,               -0.0012421434440286951,                       -0.07578170117030826,                      -0.041060823219124507,                   0.14696336500336843,                0.9064817678563548,              4.507934818422261, 5386.495872960388, 2.240651164057277, 5388.736524124445,1.0853274477238947e-09
                  -0.00020968414481638124,                    -5.60685165178197e-05,                  1.0806935297626978,                         0.7630220589290492,                      3.993266117536167,                            -0.05076466266024828,                            0.005534634163852351,                           0.33628132898850527,              0.06556323238745825,                    12.029486739356186,       -0.02877015251203501,      -0.008365850793166565,                0.0012965619382718891,               0.00037874265772731977,                       -0.10260436994024569,                       -0.04384577011635049,                   0.14662096935463198,                1.0444607435921665,              4.675071020992134, 5384.111489190153, 2.106393565325664, 5386.217882755479,1.0000830628079228e-10
                    0.0005598725597167937,                   -0.0001255325205733193,                  1.0633307039426363,                         0.7782092043803998,                     3.8826068301714773,                           -0.055686985102423814,                           0.0032540590104517477,                             0.376565180281765,              0.05647293733866035,                     8.506123589140511,       -0.03380659758065197,      -0.009500400568946342,                0.0027961041601416575,               -0.0006370569911903168,                       -0.09176559456845675,                      -0.047165191238978735,                   0.14928945152114054,                0.8504791067193536,              4.532275009642168, 5384.372465860558,2.4851005479009523, 5386.857566408459,1.2983052105801738e-10
                    -0.000302886416645237,                    0.0019567859966820866,                  1.0026583036313026,                         0.7952796406862718,                      4.053203158586492,                            -0.05205357911641164,                            0.005098705109700641,                           0.33385864403500193,             0.058792127128347284,                      17.3563492594726,       -0.02636418400026884,      -0.007385143889468558,               0.00024587337922768584,               -0.0005904287620365359,                       -0.07598681620746443,                       -0.04614374223940935,                   0.13835310147341562,                0.8447552985323595,              4.247141584456219, 5384.610152610763,2.1866477721333015, 5386.796800382896,1.6466558603474808e-10
                   -0.0008028942964767567,                    -0.000951584473622607,                  1.0603751136026616,                         0.7729063219647093,                     3.9618306673753896,                            -0.05465521380716305,                           0.0012104789397975118,                            0.3497357597975926,             0.061234533101682295,                    11.444803466063108,       -0.03243105973890624,      -0.010266885355942335,                0.0010926495291769362,               -0.0015371193832407802,                       -0.09199720187298321,                      -0.038962531841382785,                    0.1514182031774116,                0.9982721879591492,              4.632079872545711, 5385.270052335698,  2.27513930837669, 5387.545191644074, 3.185617681961367e-10
                    -0.000642323535755259,                   -0.0010212105960815667,                  1.0282168974924826,                         0.7789622786950188,                        4.0777904849506,                            -0.04771511221747101,                           0.0010614623218733559,                           0.33108296989108166,              0.06184912597688629,                     16.00602629439189,      -0.028798161238101395,      -0.005319455802274858,                0.0009855295184752132,               -0.0018741786502212959,                       -0.10725158335132721,                       -0.05847725708343746,                   0.14316253187716382,                0.9719002474412438,              4.505724754319707, 5386.787922811098,2.1105828844274366, 5388.898505695525,1.4534377134699888e-09
                   0.00022190663208310115,                    0.0004649445847580686,                  1.0345092645488274,                          0.780467267611546,                     3.9490295042468793,                            -0.04885917701550391,                            0.003127774405251837,                             0.367852570637796,               0.0510045459243908,                    14.534887045565497,      -0.030575304178829504,      -0.006428340039055418,                0.0006671570176682198,                -0.002782153281894245,                       -0.10959870981941301,                       -0.04073620643934845,                   0.15473306602441153,                0.9670779824233502,              4.557902851930431, 5384.522526180691,2.3733904165524464, 5386.895916597244, 1.508506441729457e-10
                   -0.0005322635378858506,                    0.0019119544889112331,                  1.0471890738270302,                         0.7809371493569169,                     3.9737334908641184,                           -0.050842302157887515,                            0.004259807561060339,                            0.3712696424723641,             0.044824496055158654,                    17.355255338532125,        -0.0303961580152821,       -0.00849969036292137,                0.0016748927841545318,               0.00018533264375415393,                        -0.0855560775203834,                      -0.038992403356926233,                    0.1535320512032082,                0.9719003215296763,              4.649278685918532,5386.2980356485095, 2.413216323550988,  5388.71125197206,  8.90514783289082e-10
                  -1.5689845111807888e-05,                    -0.002230146971803205,                  1.0565259339659978,                         0.7705894838848992,                     3.9921636574295913,                            -0.04736529886263295,                           0.0018978466443862652,                           0.33296815498709303,              0.06302960448474355,                    14.616503227084992,      -0.031332950483797514,      -0.007465161771714822,              -0.00021674605009512578,               -0.0009201459246016441,                         -0.106886380389623,                       -0.04458400498055851,                   0.13986563485189057,                0.8625654227519771,              4.374502578072707,5386.7335421658645,2.1427921754067483, 5388.876334341271,1.3765094930304525e-09
                   0.00013664459107974315,                    0.0003903097548070646,                  1.0253807666676729,                         0.7832643260210295,                     3.9841732026069234,                             -0.0478678718090165,                            0.003832008587743584,                            0.3289261267916608,              0.06284279173015293,                     16.08124068526817,      -0.027732630225755242,      -0.006652292613501984,               5.4130950411565805e-05,                0.0014239622515404063,                       -0.11581952925331426,                       -0.05369550832496594,                   0.14238610053850145,                0.8935155989317123,              4.323134011771771,  5384.24763860624, 2.095134806432952, 5386.342773412673,1.1459482674642596e-10
                    0.0011639986347435365,                  -0.00047906274407836895,                  1.0222873472669873,                         0.7851665943799951,                      4.041864187799863,                            -0.04860820324745421,                           0.0030197797083935003,                            0.3600469800470728,             0.057732300355660224,                    11.725826347279424,      -0.031996988259243346,      -0.007788537786412151,               -0.0011207444517341895,               0.00037751164147001537,                       -0.10134975091199659,                       -0.04454240757401346,                   0.15185625203152667,                0.9410148182787119,              4.597413944692071, 5385.134522452567, 2.355148589923857, 5387.489671042491,2.7818504110701496e-10
                  -0.00030507462176373405,                   -0.0007624549505623849,                   1.046699388370389,                         0.7746857109960057,                      4.034344458218646,                            -0.04825173494429974,                           -0.002678669899545718,                            0.3325853792033263,              0.06650368045970431,                    12.702315339169632,       -0.03059642539747642,      -0.006458819915875389,               -0.0002727252034905406,              -0.00036582835925599665,                       -0.10722476267626059,                       -0.04699629934103618,                   0.13988270580872422,                0.9333501091108256,             4.5226585040190015, 5385.648112403063, 2.128666367074043, 5387.776778770138, 4.649251655134884e-10
                    0.0015375600025603526,                   -0.0004349556266990251,                    1.04732889806944,                         0.7785752196941748,                     3.9203595954077883,                            -0.04905144446034699,                            -0.00806945120743582,                           0.32290056822472624,              0.06779059369059125,                    13.873005828852287,      -0.030006527929361843,       -0.00830355227747183,                 -0.00111856511600969,                 0.000360817220373515,                       -0.09759447865966402,                      -0.025912009064085167,                   0.13670687127737652,                0.9114137865519853,             4.3909486006812894, 5385.852824070378,2.1013664686486453, 5387.954190539027, 5.705427641542066e-10
                   -0.0004867930460534505,                  -0.00047213246365893416,                  1.0508918374899845,                         0.7756200799817123,                      3.958797721620077,                            -0.04674520926800314,                          -0.0025152685377941744,                            0.3252176279784492,              0.06283879090801689,                      16.2563183147263,       -0.02867637200643392,      -0.005388042508612401,               -0.0007461674417539129,               -6.543630744500266e-06,                       -0.10158462126457042,                      -0.023318447482225082,                   0.14183526550057257,                1.0020873550445044,              4.474907598349069, 5386.047883827191, 2.080369737660386, 5388.128253564852, 6.934283253675127e-10
                   -0.0014874700524524376,                    0.0016785804903631809,                   1.058034029446173,                         0.7744641651624211,                      3.919394987936406,                            -0.05261771841525659,                            0.003841768755830054,                            0.3565978732612609,             0.059936495986773454,                    11.074848565938897,      -0.032488352067025994,       -0.00922967949074634,                 0.002193340195804941,                -0.001513494292269806,                       -0.09700288628506622,                       -0.04433726258654164,                   0.15093216530385575,                0.8740763201144365,              4.386279710891113, 5384.908502761198,2.3244898591806997, 5387.232992620379,2.2190887317125937e-10
                   -0.0011175513937045343,                    0.0004407135017764191,                  1.0570152697790909,                         0.7697291868227951,                      3.970865126106067,                           -0.049483818889004605,                           -0.004974522629485333,                           0.35112586761794506,               0.0591412890050177,                    12.795170193105765,      -0.032266347394677306,      -0.008444620262780953,               -0.0013818078545768731,                9.795761541223258e-05,                       -0.09933205842797158,                       -0.03939813060579489,                   0.14948987309111722,                0.9795190685773413,              4.614940623393438, 5385.784553555343,2.2717282852512413, 5388.056281840594, 5.328913784051735e-10
                   -0.0004225691673587852,                  -1.5196274501534147e-05,                  1.0919972509053542,                         0.7629184103475865,                      3.857095111093785,                             -0.0503501139868234,                            0.009562344112305197,                            0.3543751265223569,              0.05796669941333618,                    12.467236216401888,       -0.02946517598419164,      -0.009253077415530319,                0.0010485732481528736,               -0.0011884599411835478,                       -0.11204328504271856,                       -0.06765225409135554,                   0.14835563028462928,                0.8671458765434591,              4.408437341725643, 5384.289126350475,2.2163281838968185, 5386.505454534372, 1.194491079383723e-10
                    -0.000532476475835969,                      0.00070321776488311,                  1.0477196878580646,                         0.7747720035380699,                      3.964517507426814,                            -0.04519986501833004,                           -0.004518975409009472,                            0.3372638935963175,              0.06792778760701021,                     11.31354660224455,      -0.031211807651376395,      -0.006307056500763408,                0.0003728108628923799,               -0.0009416636014855265,                       -0.10068007833552635,                      -0.018242262799513295,                   0.14654437901598888,                1.0614308292997947,              4.712985741030398,  5385.29377521995,2.1760974418891825, 5387.469872661839, 3.262093245458314e-10
                   -0.0006180381944963223,                  -2.9626736638453117e-05,                  1.0533026431622585,                         0.7762247158743887,                     3.9294795172180947,                            -0.04624228562813355,                          -0.0013755603333668847,                           0.38527023358348744,              0.05542650627872887,                     7.908128751178059,      -0.029769475637940322,      -0.008948140368581266,                0.0012249411049854114,               -0.0014184288194366375,                       -0.10112592575886563,                      -0.045123396704420164,                    0.1588612642709966,                0.9475350111221805,              4.538942796783023,5385.3197376281905,  2.50157035019335, 5387.821307978384, 3.347894019961645e-10
                   -0.0011444361707945634,                  -0.00017040256900488886,                   1.039812582313486,                         0.7829095777865759,                     3.9150235346418425,                            -0.04552251852522494,                           7.663540148081355e-05,                            0.3339490614464802,              0.06449373369470765,                      13.4223396572314,         -0.028306567946137,      -0.008820016258143224,                0.0002709921324516223,               -0.0014621172014888987,                       -0.08902731212645618,                       -0.05664593567965059,                   0.13897834718000476,                0.9741276176971212,              4.534895784756024, 5385.645194544481,2.1416975517783974, 5387.786892096259,4.6357055686824705e-10
                   0.00010422045658883414,                    -0.002018563956831716,                  1.0440994132716337,                          0.781893130315866,                     3.8978986163779155,                           -0.048448110714816195,                           0.0009120286594789389,                            0.3558555335476556,             0.058959094733436454,                    11.721543915800623,       -0.03168268167066585,      -0.008679816794415499,                0.0017865312096789563,               -0.0027461031948022275,                        -0.1019214124965127,                      -0.049947066534924735,                   0.14505849278837837,                0.9131528109593975,              4.571034121774089, 5384.533790356545,2.3016598346227153, 5386.835450191168, 1.525594584810011e-10
                   0.00017778508009673712,                    -0.000416263512814035,                  1.0313225639948305,                         0.7815901938716222,                      4.051269857691652,                           -0.044353258897186096,                           0.0076108261580730184,                           0.36757337478322616,             0.054034365343832234,                     11.82509066003568,       -0.03276506563047056,      -0.007777189570959377,               0.00015779766753318925,               -0.0023515136210163776,                       -0.10502051402179312,                      -0.035906014310083854,                   0.15171286735194814,                0.8812157454434238,              4.477629558239447, 5384.325950579973,2.4255383034705784, 5386.751488883444,1.2392972054927217e-10
                   -0.0012961012585921742,                  -0.00036135952007314086,                  1.0109206632538403,                          0.795301001742447,                      3.976942297929825,                            -0.04981459089590827,                          -0.0009208952999344245,                           0.35438660763448226,             0.057843540870502974,                    12.480220613996245,       -0.02960381037154615,      -0.007925145584844345,               -0.0024741410635907945,               -9.991669058626098e-05,                       -0.08006898401850461,                       -0.05214359593020529,                   0.14406795919985282,                0.8084944902286528,              4.239901269774265, 5384.667046761913, 2.332684178299109, 5386.999730940212,1.7430572839049486e-10
                    0.0007943042787683706,                  -0.00046172703786249774,                   1.102869790760798,                         0.7550622043041686,                     3.8442675968557065,                           -0.050411189189212016,                           -0.005021160627119647,                            0.3581796219795761,              0.05682584682418513,                    12.704672676275647,        -0.0307148682325391,      -0.008011971703671746,               -0.0004190724006296084,                -0.001219314804610395,                       -0.11084203008140582,                       -0.03365351733236157,                    0.1518219167823224,                0.9848996573841693,              4.582916409315022, 5384.726508521091,2.2495124893300478, 5386.976021010421, 1.849845996141229e-10
                    0.0003812886701224997,                     0.001315396237760125,                   1.042357819854861,                         0.7757567102940519,                       4.01009548711168,                           -0.053192274614701114,                          -0.0001451180639465162,                           0.31946869627181307,                0.063001948789918,                     18.34312174407913,       -0.02647183248929587,      -0.008290205890624059,                0.0002973259722197754,                8.935891890233325e-05,                       -0.06957716726835443,                       -0.04280291505110899,                   0.13951176881510519,                0.9249369730785016,              4.334443055557952, 5385.582428626341,2.0712580182999454, 5387.653686644641, 4.353684488956354e-10
                    1.328370157975691e-05,                    -3.78819834714483e-05,                  1.0721419481308634,                         0.7694825382831848,                     3.9629648538394955,                            -0.05288029933500272,                          0.00041986169540652826,                           0.32688597573438555,              0.06816319244826655,                    12.423279604064378,        -0.0288006517346085,      -0.010313770307213942,                0.0007325815511878963,               -0.0007004963224266125,                       -0.06851061796119161,                      -0.051904792067763106,                   0.14080257115598074,                1.0048096111519007,              4.634288863432505, 5385.325564269207,2.0957521363045033, 5387.421316405511, 3.367457937187806e-10
                   -0.0004511160036978831,                    -0.000805946725678526,                    1.03407943155765,                         0.7784953026031685,                      4.043282839318714,                            -0.05846790209667821,                           0.0033780598342048585,                           0.34299384763523066,              0.06477632648865587,                    11.569375102802445,      -0.029858425153294007,      -0.010230135053590692,              -0.00045646983193873463,                -0.002501389475753913,                        -0.0791283503384917,                       -0.03825673611324254,                   0.14616684334822827,                0.8304999077478122,              4.225042208100095, 5385.640998046906,2.2594388226870588, 5387.900436869593, 4.616292603228501e-10
                    0.0011680895223980267,                   -0.0006367815949594822,                  1.0731922287797642,                         0.7635071529142606,                     3.9876355050171846,                            -0.05297038053974729,                          -0.0002912145172187747,                            0.3407629969881899,              0.05910850496772646,                    15.246391370850853,        -0.0311685890062326,      -0.006793894178783586,               -0.0004108539011057741,               0.00017309400092062032,                       -0.09967766733065345,                      -0.037502512106379136,                   0.14549031473208948,                0.9792329192836713,               4.57748836729197, 5386.181709676252, 2.170453932273002, 5388.352163608524, 7.927229027033798e-10
                   -0.0016816992341598905,                     0.002189934962737438,                  1.1098566872299203,                         0.7543751107257304,                      3.859999287001366,                            -0.05343665279941376,                          -0.0032914753536348183,                            0.3277946784992157,               0.0642350192920152,                     14.77456759289502,       -0.02934892822721096,      -0.008221811358536417,                0.0003792903837011025,              -0.00027538482984731336,                       -0.07520671634039092,                       -0.03071765300700547,                   0.13844820209106035,                0.9092353294301487,              4.423665667146079, 5386.116882509531,2.0803453026112773, 5388.197227812142, 7.429632372742341e-10
                    -0.001186513834984977,                    0.0009243031549473549,                   1.073403033821169,                         0.7727661076341453,                     3.8887871138463295,                           -0.048329174243270295,                           0.0043924336847929535,                            0.3641057953869055,              0.05980730162487525,                     9.614272805982734,      -0.030356075875550906,      -0.009036529666179967,                -0.001013073248857817,              -0.00037869516133021255,                       -0.08696745640301944,                       -0.06050488860021119,                    0.1534359079929756,                0.9091023977051471,              4.431205379428598, 5385.421134024764, 2.337043153163537, 5387.758177177928,3.7051653771839684e-10
                   -0.0009199605619593047,                    0.0007769221926682581,                  1.0605275178998244,                          0.767679331978635,                     3.9995283583408954,                            -0.05805922786923478,                         -0.00029219362530746027,                            0.3421938987428668,              0.06115686646936852,                    13.645311625158083,       -0.02961963284561256,      -0.010847930265981541,                -0.001131443882901767,                0.0007706970439545008,                       -0.06963736831722506,                      -0.033263344569385886,                   0.14634040589441283,                0.9446976421286499,              4.490181423517727,5385.7783061725195,2.2260797199755884,5388.0043858924955, 5.295725796582153e-10
                   -0.0011689619263249166,                    0.0012227448605593404,                   1.059415700606834,                           0.77549854793664,                     3.9288630930448534,                            -0.04799723678886807,                            0.005112109439380606,                            0.3606041981330159,              0.05217981046663294,                    14.622351696363548,      -0.027460239815190413,      -0.006575664354911405,                0.0004898633465473392,                -0.001581838801866619,                       -0.09954127335195438,                       -0.06021770518003645,                   0.14734306074469342,                0.9583692332894044,              4.569556029414732, 5385.106802234243, 2.268869731617619, 5387.375671965861,2.7057959041286595e-10
                   0.00031011183475123906,                     0.001189787377699065,                   1.079282086458371,                          0.771552975050327,                      3.843687435617843,                           -0.054470193925593366,                           0.0028620771709268245,                           0.33930986605680324,             0.059136104954161224,                    15.053770611059015,       -0.03003170511042552,      -0.009137702505654035,                  0.00211670089765392,              -0.00023180392110746067,                       -0.07682006829045919,                        -0.0632962812408957,                   0.13679756277235652,                0.8150934375845728,              4.316001528917872, 5384.429172673255,2.1725144853761984, 5386.601687158632,1.3740554401775955e-10
                   0.00025193370268034656,                  -0.00012448939425239956,                  1.0396850706310619,                         0.7843105620132853,                     3.9318204789943936,                            -0.05359764857376224,                          0.00029020423522901564,                           0.35034374519803146,              0.05489020900161598,                    15.483826263034526,      -0.028433421792953488,      -0.009238549916740758,                 0.001671036981082831,                -0.003201687817116051,                        -0.0804936931159727,                       -0.05877868845650859,                   0.14167829358836406,                0.8989737970789756,              4.502927629858042,5385.0184297673095, 2.252398083268031, 5387.270827850578, 2.476939279584257e-10
