galaxies.lens.bulge.profile_list.39.centre.centre_0,galaxies.lens.bulge.profile_list.39.centre.centre_1,galaxies.lens.bulge.profile_list.19.ell_comps.ell_comps_0,galaxies.lens.bulge.profile_list.19.ell_comps.ell_comps_1,galaxies.lens.bulge.profile_list.39.ell_comps.ell_comps_0,galaxies.lens.bulge.profile_list.39.ell_comps.ell_comps_1,    log_likelihood,              log_prior,     log_posterior,                weight
                             -0.0018129663822206848,                             -0.0032899290184927876,                                     -0.43188954378553884,                                      -0.1710062702879537,                                     0.050661772892025454,                                      0.00888777876270676, 5646.345259462752,    -0.0698585723362335, 5646.275400890416,1.6517132235410476e-10
                             -0.0006339808684406867,                              0.0006013236830318264,                                      0.11591794808662992,                                     -0.05038175270832549,                                     -0.03241350053338611,                                      0.03978944622131279,5646.3684024961585,     1.0401870032802751, 5647.408589499439,1.6903846387591152e-10
                              -0.000520825007403039,                               0.002731294256971342,                                      0.09187647553908511,                                     0.059400898291447894,                                      -0.0329775322923023,                                     -0.12627736542416743, 5646.234168798734,     0.9824419066809997,5647.2166107054145,1.4780481540048416e-10
                              0.0032299821525659522,                              0.0013062613015435015,                                     0.057599103299404764,                                    -0.004877544350969064,                                     -0.15363838812900482,                                      0.18835039560418548, 5646.652546610811,      0.796781746452947, 5647.449328357265, 2.245886261564031e-10
                              0.0008268750377530276,                             -0.0033889454415480247,                                     -0.25207892603194754,                                      -0.2638939099468934,                                     0.061716290479440924,                                    0.0004549396066017449, 5645.870084333554,    0.38249943997436653, 5646.252583773528,1.0269958985669756e-10
                            -0.00026454628801017566,                              -0.004226719305335358,                                      0.03977748091476101,                                      0.01342375348107897,                                       0.2156735849509503,                                      -0.5413205153284296, 5647.892453669539,    -0.7525702965223492, 5647.139883373016, 7.760193530004016e-10
                               0.001395534697824316,                             -0.0037849769779623316,                                      -0.3698318151597959,                                      0.13090575171314564,                                     0.054406977709059605,                                    0.0040814666823090805, 5646.121996068723,     0.2719673466820416, 5646.393963415405, 1.321212231683536e-10
                             -0.0025985589044067586,                              0.0006464050603157967,                                      0.04953874398362675,                                   -0.0016660852100030688,                                     0.028005884925212988,                                     -0.04301695718293364, 5647.498296094154,     1.1152840896740477, 5648.613580183828, 5.232293438557526e-10
                              0.0009352294643746317,                              0.0015092118194726806,                                     -0.07588714340529636,                                       0.2060159801254241,                                      0.07865170750724636,                                     -0.03602819092349716,5646.1097291285705,     0.8342067949787387, 5646.943935923549,  1.30510400164928e-10
                              0.0009359289051803499,                              -0.002033837912517558,                                     -0.40779185989640404,                                      0.07835584956918963,                                      0.07148427523129687,                                      0.00396698203919379, 5646.521838781897,    0.15712893678406958, 5646.678967718681,1.9707070474161244e-10
                              -0.003646079956287962,                             -0.0014955092741657794,                                      0.07958610603719758,                                     -0.06844558743156963,                                     0.020473098061567434,                                      0.08825416724299148, 5647.327169094333,     1.0367560824413578,5648.3639251767745,4.4093297690968765e-10
                             -0.0015519619229151377,                             -0.0032350888748852308,                                      -0.0754473765757164,                                     -0.06133289530416766,                                      0.11856777644463407,                                      0.03829159129384429, 5647.422447919025,     1.0048010726614671, 5648.427248991687, 4.850110667858974e-10
                             -0.0023640643148382934,                             -0.0015679383094950455,                                      0.08870856320187016,                                       0.0826561465841037,                                    -0.035942301511905035,                                     -0.19133193642673796,   5645.9691476733,      0.851343225801125, 5646.820490899101,1.1339433828041829e-10
                              -0.001012056922559193,                             -0.0008974930810983356,                                     -0.15596477083914503,                                     -0.09735648118904554,                                        0.103807025481429,                                     0.028529841054250046, 5651.412601361439,     0.8913869043897261, 5652.303988265829, 7.512273671250773e-09
                               5.73602966849468e-05,                             -0.0026892359176458325,                                    -0.016743234796513382,                                     -0.06000539508227919,                                      0.12546325354113746,                                     0.046429266902676784, 5647.198888677505,     1.0225838842654122,5648.2214725617705,1.1111667412318387e-10
                              0.0002850502338099803,                             -0.0005241253036471771,                                      0.16706255690703098,                                     -0.29167869433172167,                                      0.05993908830544893,                                   -0.0013208699060121899, 5647.955228824311,     0.4958999426715755, 5648.451128766983, 2.367301569771827e-10
                               0.001511217666723394,                             -0.0016688601880877063,                                        0.073500256414639,                                    0.0009039032028123376,                                     -0.04618856692069938,                                      -0.0325344781442467, 5653.979536961364,     1.0958211478673856, 5655.075358109231, 9.785372605566073e-08
                              0.0004784787097078247,                              0.0026301016452065645,                                     0.031181187463530213,                                     0.031668074605515434,                                      0.05406423975708631,                                     -0.01620000579761279, 5649.680989955301,     1.1149015095735713, 5650.795891464874,1.3296646483134782e-09
                              0.0003824784267352499,                              -0.000770647385011175,                                      0.19546211714084702,                                     -0.08459513459990652,                                     0.053640202530458855,                                    -0.005404204867578325, 5654.590895032597,     0.8754140807751979, 5655.466309113372,1.8033781529127968e-07
                             -0.0010996253501290437,                             -0.0010399327197221642,                                     -0.30969564592578563,                                   -0.0023761749398187055,                                     0.044652051083877715,                                     0.007052534927087428,5654.0208236788685,     0.5993455783601352, 5654.620169257229,1.0197834531198814e-07
                               0.001984130621216454,                                0.00227501810023982,                                      0.03552194546490905,                                     0.004193838133931388,                                      0.10147904637262464,                                    -0.004255956859393089, 5648.645858332964,      1.079151557905898,  5649.72500989087, 4.722697955190518e-10
                              0.0014127642540903984,                            -0.00042936013003984363,                                      0.26157509869356005,                                     -0.13129127953816555,                                     0.013948631824731373,                                     0.012515009355650187, 5649.595203647638,     0.6657370289121403,5650.2609406765505,1.2203533630510438e-09
                              0.0012994485983653242,                             -0.0032489037459680903,                                      -0.4705530203008208,                                     -0.26370144158888414,                                     0.057393279394775745,                                     0.009215509345368298, 5652.067699457155,    -0.4916373445000455, 5651.576062112655,1.4463616195895334e-08
                               0.002518792712758053,                              -0.002215128219860543,                                       0.2483869782379573,                                     -0.06989614180921996,                                     0.030544142692219386,                                     0.005897924698249346,5653.0709850791045,       0.76829719758837, 5653.839282276693, 3.944557564762154e-08
