galaxies.lens.bulge.centre.centre_0,galaxies.lens.bulge.centre.centre_1,galaxies.lens.bulge.ell_comps.ell_comps_0,galaxies.lens.bulge.ell_comps.ell_comps_1,galaxies.lens.bulge.intensity,galaxies.lens.bulge.effective_radius,galaxies.lens.bulge.sersic_index,    log_likelihood,          log_prior,     log_posterior,                weight
              0.0007452242124161093,               0.004064719901192815,                     -0.05320077680567254,                    0.0023760770335902195,            2.229550990577665,                  0.5663603476784337,              2.7974150402327895, 5596.902113188029, 0.4643710566192995, 5597.366484244649, 4.079405312961752e-10
              0.0014152599320159476,             0.00033856034490451344,                      -0.0635992979402717,                     -0.00860369187117252,           2.2175191983273614,                  0.5697822384306404,               2.798935503913788, 5598.864642175978, 0.4738488921339346, 5599.338491068112,2.9034367342667256e-09
              0.0010429640041339195,             -0.0019469145891978564,                    -0.048086209273494745,                    -0.004695015108074622,            2.368950199376159,                   0.547041730231954,              2.7734103397930157, 5597.442711862361,0.43512349445066745, 5597.877835356811, 7.004479657863177e-10
              0.0027520374260834876,              0.0019069987549493676,                     -0.05521801890949896,                    -0.004728539560337674,           2.1705162625226473,                  0.5704162260409784,               2.908216950049212, 5598.418474598424,0.47784543397625284, 5598.896320032401,1.8584216246397512e-09
             -0.0014303251441625997,             -0.0015427459944368632,                      -0.0599424959437894,                    0.0013023651846832509,            2.204310964142919,                  0.5701027591221072,              2.8601014655745667,5597.1823045242645, 0.4736521951279068, 5597.655956719393, 5.398615638166255e-10
             -0.0021482352744955397,             -0.0009926774309585039,                     -0.04914637582478872,                    -0.005748458532887022,           2.2101709626667017,                  0.5699073408634282,              2.7920100922943276, 5597.238843805511, 0.4660870829855486, 5597.704930888497, 5.712643285164131e-10
              0.0006208974771744956,             -0.0006158339045464591,                     -0.05335204364129123,                    -0.007879043787071643,           2.1088555669365245,                  0.5838173185227888,              2.8382020511510664,5595.8639118782985, 0.4903535359877115, 5596.354265414287,1.4444807456812157e-10
              0.0009445993215865677,                0.00156670208522251,                     -0.05064374268266867,                    -0.004425845568690877,            2.503902336768637,                  0.5335119930342995,              2.6498622416779227, 5595.842092206573,0.41375284145611374, 5596.255845048029,1.4133040198802256e-10
             -0.0008471889387236185,              5.260017185767995e-05,                     -0.05272000138364877,                    -0.011817325110698605,           2.2185151969885495,                   0.564804960272115,              2.8890271562375887, 5596.646795317463,0.46697286147051215, 5597.113768178934,3.1601937866248683e-10
             -0.0007862461127926041,              -0.001500362810315006,                    -0.062116534768329595,                      0.00333604531790601,           2.2643161423844718,                  0.5620159664991424,              2.8085814271541683, 5596.326219410552, 0.4631481235289993, 5596.789367534081, 2.293450480734962e-10
             0.00011943785124327447,              0.0012658715931245395,                    -0.045067457737246415,                    -0.002534722644006339,             2.43064414448591,                  0.5414075171096316,              2.7116198446344115, 5596.302459191202, 0.4227420054532551, 5596.725201196655,2.2395998787157865e-10
              -0.002090694637952389,               0.001659864384497124,                    -0.051584145441507544,                    -0.008774330736214675,            2.288094310194658,                  0.5574251047397429,               2.749181740553312, 5596.364461181967, 0.4522951394863013, 5596.816756321454, 2.382854681911396e-10
             -0.0010561946086611303,               0.003314564886892944,                     -0.05339367577288401,                    -0.009625481896344164,            2.153468817962738,                  0.5759062561291852,               2.886744519828402, 5596.113123826744,0.48078726975495995, 5596.593911096499,1.8532889285296435e-10
              0.0005200274733051581,             -0.0007904062941345204,                    -0.046642016059708226,                    -0.009227390129973392,           2.1826384367017404,                  0.5694437393458727,              2.8337244183562333, 5595.971665927292, 0.4707250740537154, 5596.442391001346,1.6088247772422193e-10
