galaxies.lens.mass.einstein_radius,galaxies.source.bulge.ell_comps.ell_comps_0,galaxies.source.bulge.ell_comps.ell_comps_1,galaxies.source.bulge.intensity,galaxies.source.bulge.centre.centre_0,galaxies.source.bulge.centre.centre_1,galaxies.source.bulge.effective_radius,galaxies.lens.mass.ell_comps.ell_comps_0,galaxies.lens.mass.ell_comps.ell_comps_1,galaxies.lens.shear.gamma_1,galaxies.lens.shear.gamma_2,    log_likelihood,         log_prior,     log_posterior,                weight
                1.6016209401115304,                        -0.0873543369024738,                      -0.048114816365073525,              4.039644855613165,                0.0014643212758176927,               -0.0009165420539834004,                   0.09926397690204836,                   -0.056086147151693015,                  -0.0022617124078197102,       0.048721684472160465,      -0.051288733556826005, 6483.514788843061, 5.999159452642946, 6489.513948295704,1.5663037217685138e-10
                1.6003581323405789,                         -0.107043449894427,                       -0.06094022321820832,              4.106728997340994,                0.0016710820043236568,               -0.0006191787878076019,                   0.09688553325915195,                    -0.05042991700199643,                   0.0003606604247538894,        0.05058527760219417,      -0.048362985491908705, 6483.076456713667, 5.968941484735409, 6489.045398198402,1.0104405227066525e-10
                1.6013113968758694,                       -0.10549796156847978,                       -0.05698143033788948,              3.952504970226175,                -7.68599984701801e-06,                0.0013205151681301708,                   0.09918102806304127,                    -0.05417713102447145,                  0.00012936451809823565,         0.0492671073306416,      -0.051428835754469354, 6483.475059474989, 5.874289693750534,6489.3493491687395,1.5052954002568563e-10
                1.5999763076696072,                       -0.09789238627493424,                      -0.036285463517094725,              4.063454680433904,               -0.0008098200244738424,              -0.00035596465088187645,                   0.09715784438779332,                   -0.053725520537451436,                   0.0021679644629596616,        0.05061386871099971,       -0.04943450940712013,6483.6486112943485, 5.892021311802832, 6489.540632606151,1.7905824850133897e-10
                1.6019312063726052,                       -0.09399719580482176,                       -0.06011443629656472,             3.8963805169865386,                0.0004662761370682472,                0.0004909741702061113,                   0.09884564133042925,                    -0.05382036064560363,                    0.006545776535043618,        0.05234547018817015,       -0.05006466006189511, 6483.743005284563,5.9250108181197945,6489.6680161026825, 1.967836995588085e-10
                1.5999214370030321,                       -0.08414198842103467,                       -0.05564215247786836,             3.9635664023837758,                0.0010541407313150175,                -0.000618517159073767,                    0.0998612053136693,                    -0.04805002019169092,                  -0.0007961737029437887,       0.049350621589393795,       -0.04665747406752346, 6483.126577115912, 5.984686367061871, 6489.111263482974,1.0623748207426632e-10
                1.6007419588826222,                       -0.11306692374261272,                      -0.035520143931447146,             4.1152456594888145,              -0.00023214694763118437,              -0.00028911543617168856,                   0.09520410844205841,                    -0.05307070228880716,                   0.0026185556129200973,        0.04981424069751472,       -0.04956462501327391, 6483.084169612794, 5.889393158558195, 6488.973562771352,1.0182640809052448e-10
                1.6003727873279556,                       -0.09664806381546444,                       -0.04727353040781698,              4.121317142289561,                0.0008076804648347868,              -0.00043185652240656375,                   0.09367313524823016,                   -0.051275442260015076,                    0.005889652254587285,       0.051632713275757025,      -0.048998841687772854,6483.4280378940075, 5.943505783534091, 6489.371543677542,1.4361523771229383e-10
                1.5990819807275647,                        -0.1118887921854881,                        -0.0652569517721548,              3.999422338852875,               0.00014950462038861023,                0.0010396423097878485,                   0.09849786321474231,                   -0.049331236510373584,                   0.0025640889432935704,        0.05031740301936566,      -0.048601735883422426, 6483.114096596148,  5.87261612812726, 6488.986712724275,1.0491982271983666e-10
                1.5999602576409102,                        -0.1224997801724607,                       -0.05768828290568403,              4.074626896515989,               0.00032298183694140503,                0.0009019291505531976,                   0.09778155023666806,                    -0.04708130465633891,                   0.0034684074701482395,         0.0513664837336526,       -0.04723310059212177,6483.8105050960985, 5.869704702087805, 6489.680209798186,2.1052511670712664e-10
                1.6012401871940032,                       -0.10420339909977479,                       -0.05103877760386821,              4.053936068434868,                 0.000935819186550016,               -0.0009715181189961716,                   0.09880600228979819,                   -0.049931005908041025,                   0.0006137408978186169,       0.051279650905722673,        -0.0479675458385635, 6483.182852801413,   5.9629240506017, 6489.145776852015,1.1238749429991108e-10
                1.6005511367216767,                        -0.0886863563803648,                       -0.05226195316635713,              3.937707099921046,                0.0019307605132759809,               -0.0001385160184253359,                   0.10165224882830945,                    -0.05191573978662677,                  -4.054104607305689e-05,         0.0504061458711757,      -0.050051333651922714, 6483.295529597261, 6.004681559339615,   6489.3002111566,1.2579196442613864e-10
                1.6029832208653365,                       -0.09781671733549364,                       -0.03942515980875908,             3.9744496027949183,                0.0007948432364891234,                0.0009060569236086849,                   0.09928609353882323,                    -0.05531931212794285,                    0.006388858940620229,       0.052708925965352704,       -0.05162647051637581, 6483.188515729069,5.9301254177838905,6489.1186411468525,1.1302574201924889e-10
                1.5996168067820624,                       -0.07500969698269135,                      -0.045852724583709134,               4.00904963491074,                0.0005267696098154306,                 0.000581592448222791,                   0.09898769558590503,                    -0.04637777428641186,                   0.0019008164229569826,        0.05119517812786101,       -0.04634577736374651,  6483.64391978161,   5.9487689281395, 6489.592688709749,1.7822016193165452e-10
                1.6021488290500971,                        -0.0849541904769236,                       -0.04794180543791059,              4.050466219016002,                0.0013154770780900854,               -0.0003567529569140568,                   0.09837873658887668,                    -0.05333373475765431,                    0.005355461417108334,        0.05268695719212779,       -0.05016933196239523, 6483.470263400833, 5.983532699363033, 6489.453796100196, 1.498093176893765e-10
                1.6033226471729016,                       -0.09920542317395717,                       -0.04559893440176624,              4.007494800775012,               0.00012598128385719887,                0.0007135544632303967,                   0.09946327415639898,                    -0.05686460177320605,                   0.0009389170182604192,       0.050714353099762466,      -0.051909673355254315,  6483.52734448495, 5.901359761782215, 6489.428704246732,1.5860936480219462e-10
                 1.602362891481113,                       -0.10315833801813391,                      -0.041619053497726696,              3.990681686674321,                0.0003598069902983059,               -0.0003979948416290846,                    0.0952040402324808,                     -0.0585934991258171,                    0.009764223549894993,        0.05267300079540993,       -0.05235408639693401, 6483.242486978456, 5.927549260494659, 6489.170036238951,1.1929350053794077e-10
                1.6008964395647918,                        -0.1017639143237152,                       -0.06719709387804469,              4.091257318640257,                2.652396514582489e-05,              -2.2269083276370283e-05,                   0.09738175386846219,                    -0.05161460793880327,                    0.007963273320241604,       0.053989737478107425,      -0.049265623618562016, 6483.498136016716, 5.893921698093262, 6489.392057714809,1.5404363183600322e-10
                1.5988653946889302,                        -0.0800183668256577,                       -0.04312682081512435,               4.03481045615163,                 0.001089731539723554,               0.00011789141452246688,                    0.0979291856515809,                   -0.050792631277545346,                    0.003236666082548523,       0.052237975969048445,      -0.048648330575218446,6483.2159497559205, 5.973257716833608, 6489.189207472754,1.1616941794036956e-10
                1.5982716119687312,                       -0.09114804115291218,                       -0.06049026043308992,              4.072650024588344,                 0.001255568866670137,               0.00015270271286144804,                   0.09767244126861542,                   -0.053021449209279745,                  -0.0025145459925130878,        0.04815473604437437,         -0.050160995743287, 6483.324803780961, 5.954556033196266, 6489.279359814157,1.2952885179914344e-10
                1.6000906994021702,                       -0.08968376409996927,                      -0.057797449038565145,              3.899299198277939,               -0.0005122513298923964,                0.0007334470795293396,                    0.1016471798998887,                    -0.04953552176250085,                   0.0024558482948977113,        0.05123068789354995,      -0.047629576600205115,  6483.43186178705, 5.890188414125479, 6489.322050201175,1.4416545834260025e-10
                 1.602683464347277,                       -0.11772447842140217,                      -0.052727005720891375,              4.027625704261805,               -0.0002447281092137765,               -0.0006883334569392219,                   0.09737186769617327,                    -0.05992489827726383,                    0.006223243763920691,       0.052430384998173374,       -0.05387572835606108,  6483.37415698644, 5.887549367389501, 6489.261706353829,1.3608189255008037e-10
                1.5989246122070837,                       -0.09065289272566197,                      -0.039799880759042304,              4.026139987842006,                 0.000916983153910797,                0.0003736521841154819,                    0.0971671598739737,                      -0.054966183802427,                    0.004734403325950977,        0.05229045865122617,       -0.05126044397535556, 6483.450588092141, 5.949568213491172, 6489.400156305632, 1.468905808008306e-10
                1.6019015228751607,                       -0.08546590523669344,                       -0.04835648922517371,              4.084518629834181,               0.00044820507561661727,               0.00027300504677837956,                    0.0986192062540571,                    -0.04990949442968557,                  -0.0009678792037999852,        0.04946750506200753,       -0.04924496962368413,  6483.45343462436, 5.935304376564963, 6489.388739000925, 1.473093052453737e-10
                 1.601005466219155,                       -0.08233065052333045,                       -0.03764920345613377,             4.0760116675991735,                0.0006163668329207395,               0.00013811644984435684,                   0.09839323055553711,                   -0.054669746698643516,                    0.002483713503115602,         0.0508171279646889,      -0.051142460629174935, 6483.289186381755, 5.950427938065303,  6489.23961431982,1.2499656425126065e-10
