galaxies.lens.mass.centre.centre_0,galaxies.lens.mass.centre.centre_1,galaxies.lens.mass.einstein_radius,galaxies.lens.mass.ell_comps.ell_comps_0,galaxies.lens.mass.ell_comps.ell_comps_1,galaxies.lens.shear.gamma_1,galaxies.lens.shear.gamma_2,galaxies.source.bulge.centre.centre_0,galaxies.source.bulge.centre.centre_1,galaxies.source.bulge.ell_comps.ell_comps_0,galaxies.source.bulge.ell_comps.ell_comps_1,galaxies.source.bulge.intensity,galaxies.source.bulge.effective_radius,galaxies.source.bulge.sersic_index,     log_likelihood,           log_prior,      log_posterior,                weight
               -0.0453675255835608,               0.09671605684859251,                1.9447984331271164,                    -0.09899123908481224,                     0.44608190875326115,        0.04391820548570094,        0.06559460951223998,                  0.49749912985158995,                 0.014664111309587969,                       -0.16708409755086012,                        0.13252922282669924,             1.8576305724097333,                    2.7948475715331873,                3.7778244423722644,-3176.5949760231374,   2.527691327056502, -3174.067284696081,1.1232901605550634e-05
               -0.1270683869488862,              0.052811927340953024,                2.9643680237303873,                    -0.15038194762388998,                      0.2700663767515724,        -0.1907699766614667,        0.17184737116050416,                 -0.45087058960939846,                  -0.1598925548476354,                        0.41326021513859884,                        -0.2852936368720241,             0.3306672049390598,                    1.4665668038583146,                 1.763516027094846,-3171.4857189314075,   7.750340074031055,-3163.7353788573764, 0.0018595767869901746
              -0.04082079340621292,               0.07724262997009695,                1.3993962112911063,                      0.3189815009447909,                      0.4419933668574731,         0.1400753826007077,       -0.02257060868457192,                 -0.21915674601397653,                   0.1580774503054322,                        -0.1785028247727639,                        0.05121898658670285,            0.25014977906231484,                    2.5591531053689502,                3.4197548974417664,-3171.0450939847046,  5.0928090023286545, -3165.952284982376, 0.0028891833220470306
               0.23607339158301346,               0.03928112993655643,                 1.953179886095002,                     0.11096969129782837,                     0.21430633679544484,       -0.09501712938467244,       -0.03196622838749765,                 -0.14472385155369466,                  -0.4313424201420642,                        -0.2781795688679479,                       -0.10392679951859714,             3.0514503278241705,                    0.1555235851845647,                2.7638058995267802,-3172.1683961226368,   5.174000049974076,-3166.9943960726628, 0.0009395744083949638
             -0.014639335390287883,              -0.16567219483305834,                0.6956962730007938,                     0.09808579177199855,                     -0.5173756974472502,      0.0004723503004769277,      -0.000937059436338367,                 -0.08747091799454147,                 -0.28601306579890656,                       -0.45580326460597986,                       -0.32437334644369986,             0.7535983263603679,                    1.8857173712371988,                3.3637884841534125,-3170.7630700763366,    1.07134736003198,-3169.6917227163044, 0.0038305093466431935
              -0.12378537893263752,              -0.15387792040151327,                2.7013113521406504,                      0.6004555225051841,                     -0.2959931294746828,       0.005254321876922564,        0.13575214787708068,                -0.005283829385590562,                  0.09140635197551453,                       -0.33268196322803034,                       -0.18761971605208314,             0.0866613533293359,                     2.219490503962108,                1.1397409988528782,  -3171.90181136677,  12.301980120153647,-3159.5998312466163, 0.0012266127301955997
            -0.0006944346316963841,               0.07546024508805368,                1.7210713572661336,                      0.4765595062200968,                     0.06770908678153026,        0.03181097489264983,       -0.17083328986655258,                 -0.23089747817209727,                  0.07381944622746894,                       -0.16334408602777253,                       -0.01845461018559306,            0.05996465064830152,                    2.7656555202172015,                0.9665392162750738,-3171.3895382655433,  18.503750240777336, -3152.885788024766, 0.0020473158501493893
              0.022675882925944676,              -0.09636225473724518,                1.9650278745661651,                     0.25873068246943043,                     -0.4209269884294245,        0.12441050088602945,        -0.1869350831441149,                 -0.15718436002908612,                  -0.3746089663450316,                       0.027477440816413564,                        -0.7038551671581521,              2.538308102502666,                    0.3692847849303391,                2.5714642045335236,-3174.6571292950844,  1.3528331341462572, -3173.304296160938, 7.799883130159028e-05
               -0.1723102062433074,            -0.0046620220191930664,                 1.418965440572598,                        0.34430143187891,                     0.45174730723299583,       0.025843325417636138,       -0.05854200085385724,                 0.046304162366299355,                   0.1434001361028787,                       0.033927346766190615,                       -0.14060741869139776,            0.18123435951281822,                     0.911263993825976,                2.1530005627035984, -3170.920529931693,   6.569262570534557,-3164.3512673611585, 0.0032724466877163062
               0.15125663267056583,              -0.06451963081991323,                1.5717671599741525,                    -0.09293797272299534,                     0.45660717013667146,       -0.15569613833505935,       -0.08544983067532791,                -0.059359085408276197,                 -0.10739713875564937,                         0.1346748753789177,                       -0.07689903734148505,            0.12757003369962436,                     2.445967435860728,                2.6070014276291715,-3170.5449179311895,  10.655392010007969,-3159.8895259211818,   0.00476429669536138
               -0.0975075891580564,              0.042975275550468914,                1.1889924334184339,                     -0.2606321319394564,                     -0.3649757412320606,       0.038179860038769636,       -0.13410459973965383,                  0.10022476378291766,                  0.15471436261893232,                         0.5277288728868716,                         0.3654468570844756,            0.08471361680550545,                    2.6963790807378287,                1.0786927950739194,-3172.1817957983267,   11.27006604345209,-3160.9117297548746, 0.0009270683914436605
               0.10074875454241877,              0.026720487813688822,                 0.805139952584287,                     0.11914396725734738,                      0.5248552165739515,        0.10961261089371377,       0.005842565967673931,                   0.5438858348344444,                   0.6786756781480994,                        0.40795929162478134,                        0.25031766131088007,           0.061586692693516736,                     1.695388817910381,                1.1979506990523026,-3170.8181074002237,  19.846815439106138,-3150.9712919611175,  0.003625384889713357
              -0.13231606422515352,               0.02355830522251752,                0.9347938156966522,                      0.1543965853772373,                    -0.04550083077458952,        0.11007640200924865,        0.10129583714755995,                 -0.14523425928763442,                   0.3101320915703389,                        -0.4485323282676801,                         0.4177158289230731,            0.46319534556400954,                    2.5661565787979073,                 2.054832303754492,-3176.0423921278816,   3.745044432515424, -3172.297347695366,1.9519832704209386e-05
              -0.12602265980180105,               0.07447788052192898,                1.4555760700271967,                       0.448016675434979,                   -0.025456980380745283,         0.0522477229010503,        0.18282966131088874,                 -0.17835143531911415,                  -0.3403282591063684,                        0.16352700387134259,                         0.5062432256441198,            0.16107270790439832,                     2.764668434057994,                2.6068747583587966, -3171.191803493206,   8.360329951927978, -3162.831473541278, 0.0024949392149486308
                0.0190893908978523,               0.07401543705602942,                1.6378023467609666,                      0.6008971065361929,                    -0.08534087028866046,         -0.127243190607594,        0.09018266061314273,                   0.3121688387024559,                  0.22336746576479857,                        0.13721447891387994,                       -0.17459956457175896,            0.09662119909869667,                     1.816596386771334,                2.7210343322778554,-3170.5040035933944,   11.49975039951577,-3159.0042531938784,  0.004963267360869349
               -0.0507951630984888,               0.07510203676464575,                  2.37236559184693,                    -0.13492837079844122,                     0.14922356174866575,       -0.07629871485626014,    -0.00048019717926410993,                  -0.3003177048878323,                   0.2575375655871869,                         0.2501235726798848,                         -0.227265295004349,            0.03021100926834496,                     1.255842387451555,                0.7197765031141864, -3170.566662054703,   34.95637257314199,-3135.6102894815613,  0.004661819416498433
               0.09910884995860163,               -0.1613093191528051,                0.8318647126811042,                     0.07020369788697227,                     -0.4327119355453617,        0.05022960906527588,        -0.2428029565385982,                   0.4029081083866192,                   0.3206764571151525,                       -0.03597388538312163,                        0.30526053946942017,             0.6173669504344721,                    0.2530502543134281,                1.4941974537752716,-3171.7530311222163,   7.510008731144827,-3164.2430223910715, 0.0014233834335243012
